"","clsc.age.pry.CLSC_code","clsc.age.pry.Age","clsc.age.pry.Count","clsc.age.pry.Sex"
"5903","8121","60-64","905","Female"
"5904","8131","60-64","1485","Female"
"5905","8141","60-64","1550","Female"
"5906","8151","60-64","540","Female"
"5907","8152","60-64","120","Female"
"5908","9111","60-64","40","Female"
"5909","9121","60-64","225","Female"
"5910","9122","60-64","295","Female"
"5911","9123","60-64","1130","Female"
"5912","9131","60-64","275","Female"
"5913","9141","60-64","905","Female"
"5914","9151","60-64","250","Female"
"5915","9161","60-64","165","Female"
"5916","9171","60-64","5","Female"
"5917","10011","60-64","45","Female"
"5918","10012","60-64","45","Female"
"5919","10013","60-64","90","Female"
"5920","10014","60-64","250","Female"
"5921","11111","60-64","660","Female"
"5922","11112","60-64","840","Female"
"5923","11121","60-64","600","Female"
"5924","11131","60-64","125","Female"
"5925","11132","60-64","705","Female"
"5926","11133","60-64","35","Female"
"5927","11141","60-64","850","Female"
"5928","11211","60-64","590","Female"
"5929","12111","60-64","1070","Female"
"5930","12112","60-64","3350","Female"
"5931","12113","60-64","2240","Female"
"5932","12114","60-64","1350","Female"
"5933","12115","60-64","1010","Female"
"5934","12121","60-64","1955","Female"
"5935","12131","60-64","720","Female"
"5936","12132","60-64","1855","Female"
"5937","12141","60-64","715","Female"
"5938","12151","60-64","990","Female"
"5939","12152","60-64","845","Female"
"5940","13111","60-64","4060","Female"
"5941","13112","60-64","1885","Female"
"5942","13113","60-64","3110","Female"
"5943","13114","60-64","3890","Female"
"5944","14111","60-64","2510","Female"
"5945","14112","60-64","1690","Female"
"5946","14113","60-64","2750","Female"
"5947","14114","60-64","1710","Female"
"5948","14121","60-64","4695","Female"
"5949","14122","60-64","4395","Female"
"5950","15111","60-64","1825","Female"
"5951","15121","60-64","2210","Female"
"5952","15131","60-64","2315","Female"
"5953","15141","60-64","1440","Female"
"5954","15151","60-64","3745","Female"
"5955","15161","60-64","5220","Female"
"5956","15171","60-64","4775","Female"
"5957","16111","60-64","4620","Female"
"5958","16112","60-64","2865","Female"
"5959","16121","60-64","1995","Female"
"5960","16122","60-64","4210","Female"
"5961","16211","60-64","2220","Female"
"5962","16212","60-64","2580","Female"
"5963","16213","60-64","3995","Female"
"5964","16221","60-64","3860","Female"
"5965","16222","60-64","3225","Female"
"5966","16223","60-64","585","Female"
"5967","16231","60-64","2400","Female"
"5968","16311","60-64","4740","Female"
"5969","16321","60-64","2255","Female"
"5970","16331","60-64","850","Female"
"5971","16341","60-64","2375","Female"
"5972","16342","60-64","3040","Female"
"5973","16343","60-64","875","Female"
"5974","17011","60-64","95","Female"
"5975","17012","60-64","70","Female"
"5976","18011","60-64","275","Female"
"5977","1111","65-69","865","Female"
"5978","1121","65-69","1270","Female"
"5979","1131","65-69","805","Female"
"5980","1141","65-69","415","Female"
"5981","1151","65-69","2220","Female"
"5982","1161","65-69","715","Female"
"5983","1171","65-69","930","Female"
"5984","1181","65-69","670","Female"
"5985","2111","65-69","1180","Female"
"5986","2121","65-69","960","Female"
"5987","2131","65-69","1655","Female"
"5988","2141","65-69","2270","Female"
"5989","2151","65-69","2760","Female"
"5990","2161","65-69","760","Female"
"5991","3111","65-69","1840","Female"
"5992","3121","65-69","2230","Female"
"5993","3122","65-69","1610","Female"
"5994","3123","65-69","2925","Female"
"5995","3124","65-69","1595","Female"
"5996","3125","65-69","720","Female"
"5997","3126","65-69","2105","Female"
"5998","3131","65-69","2735","Female"
"5999","3132","65-69","3700","Female"
"6000","3133","65-69","2920","Female"
"6001","3134","65-69","1275","Female"
"6002","3141","65-69","570","Female"
"6003","3142","65-69","670","Female"
"6004","4111","65-69","455","Female"
"6005","4121","65-69","545","Female"
"6006","4122","65-69","465","Female"
"6007","4131","65-69","900","Female"
"6008","4141","65-69","2595","Female"
"6009","4151","65-69","3260","Female"
"6010","4152","65-69","1770","Female"
"6011","4161","65-69","810","Female"
"6012","4162","65-69","670","Female"
"6013","4171","65-69","3535","Female"
"6014","4181","65-69","2530","Female"
"6015","4182","65-69","840","Female"
"6016","5111","65-69","2130","Female"
"6017","5121","65-69","3405","Female"
"6018","5131","65-69","2355","Female"
"6019","5141","65-69","590","Female"
"6020","5151","65-69","5060","Female"
"6021","5161","65-69","1010","Female"
"6022","5171","65-69","640","Female"
"6023","5181","65-69","770","Female"
"6024","5191","65-69","800","Female"
"6025","6111","65-69","2495","Female"
"6026","6112","65-69","2255","Female"
"6027","6113","65-69","1640","Female"
"6028","6121","65-69","1820","Female"
"6029","6122","65-69","2455","Female"
"6030","6211","65-69","1715","Female"
"6031","6212","65-69","1965","Female"
"6032","6221","65-69","615","Female"
"6033","6222","65-69","1215","Female"
"6034","6223","65-69","820","Female"
"6035","6224","65-69","1120","Female"
"6036","6225","65-69","1635","Female"
"6037","6311","65-69","780","Female"
"6038","6312","65-69","800","Female"
"6039","6313","65-69","1890","Female"
"6040","6314","65-69","320","Female"
"6041","6321","65-69","720","Female"
"6042","6322","65-69","995","Female"
"6043","6323","65-69","605","Female"
"6044","6324","65-69","430","Female"
"6045","6411","65-69","1390","Female"
"6046","6412","65-69","2265","Female"
"6047","6421","65-69","2280","Female"
"6048","6422","65-69","2380","Female"
"6049","6431","65-69","1210","Female"
"6050","6432","65-69","910","Female"
"6051","6511","65-69","1220","Female"
"6052","6512","65-69","2170","Female"
"6053","6521","65-69","1740","Female"
"6054","6522","65-69","1425","Female"
"6055","6523","65-69","1635","Female"
"6056","6524","65-69","1295","Female"
"6057","6531","65-69","2340","Female"
"6058","6532","65-69","1315","Female"
"6059","6533","65-69","880","Female"
"6060","7111","65-69","730","Female"
"6061","7121","65-69","825","Female"
"6062","7131","65-69","825","Female"
"6063","7141","65-69","1400","Female"
"6064","7142","65-69","1775","Female"
"6065","7143","65-69","3400","Female"
"6066","7151","65-69","1070","Female"
"6067","7152","65-69","710","Female"
"6068","8111","65-69","645","Female"
"6069","8121","65-69","790","Female"
"6070","8131","65-69","1210","Female"
"6071","8141","65-69","1215","Female"
"6072","8151","65-69","420","Female"
"6073","8152","65-69","100","Female"
"6074","9111","65-69","15","Female"
"6075","9121","65-69","200","Female"
"6076","9122","65-69","245","Female"
"6077","9123","65-69","945","Female"
"6078","9131","65-69","200","Female"
"6079","9141","65-69","725","Female"
"6080","9151","65-69","200","Female"
"6081","9161","65-69","155","Female"
"6082","9171","65-69","10","Female"
"6083","10011","65-69","40","Female"
"6084","10012","65-69","40","Female"
"6085","10013","65-69","75","Female"
"6086","10014","65-69","200","Female"
"6087","11111","65-69","600","Female"
"6088","11112","65-69","755","Female"
"6089","11121","65-69","520","Female"
"6090","11131","65-69","125","Female"
"6091","11132","65-69","565","Female"
"6092","11133","65-69","25","Female"
"6093","11141","65-69","765","Female"
"6094","11211","65-69","520","Female"
"6095","12111","65-69","985","Female"
"6096","12112","65-69","2860","Female"
"6097","12113","65-69","2090","Female"
"6098","12114","65-69","1235","Female"
"6099","12115","65-69","855","Female"
"6100","12121","65-69","1840","Female"
"6101","12131","65-69","620","Female"
"6102","12132","65-69","1660","Female"
"6103","12141","65-69","620","Female"
"6104","12151","65-69","945","Female"
"6105","12152","65-69","715","Female"
"6106","13111","65-69","3140","Female"
"6107","13112","65-69","1515","Female"
"6108","13113","65-69","2585","Female"
"6109","13114","65-69","3595","Female"
"6110","14111","65-69","2135","Female"
"6111","14112","65-69","1360","Female"
"6112","14113","65-69","2530","Female"
"6113","14114","65-69","1510","Female"
"6114","14121","65-69","3955","Female"
"6115","14122","65-69","3780","Female"
"6116","15111","65-69","1585","Female"
"6117","15121","65-69","2035","Female"
"6118","15131","65-69","2065","Female"
"6119","15141","65-69","1190","Female"
"6120","15151","65-69","3305","Female"
"6121","15161","65-69","4400","Female"
"6122","15171","65-69","4025","Female"
"6123","16111","65-69","4540","Female"
"6124","16112","65-69","2670","Female"
"6125","16121","65-69","1780","Female"
"6126","16122","65-69","3815","Female"
"6127","16211","65-69","2125","Female"
"6128","16212","65-69","2260","Female"
"6129","16213","65-69","3530","Female"
"6130","16221","65-69","3675","Female"
"6131","16222","65-69","2760","Female"
"6132","16223","65-69","535","Female"
"6133","16231","65-69","2165","Female"
"6134","16311","65-69","3965","Female"
"6135","16321","65-69","2015","Female"
"6136","16331","65-69","835","Female"
"6137","16341","65-69","2035","Female"
"6138","16342","65-69","2615","Female"
"6139","16343","65-69","705","Female"
"6140","17011","65-69","45","Female"
"6141","17012","65-69","60","Female"
"6142","18011","65-69","180","Female"
"6143","1111","70-74","630","Female"
"6144","1121","70-74","930","Female"
"6145","1131","70-74","635","Female"
"6146","1141","70-74","335","Female"
"6147","1151","70-74","1550","Female"
"6148","1161","70-74","535","Female"
"6149","1171","70-74","715","Female"
"6150","1181","70-74","485","Female"
"6151","2111","70-74","825","Female"
"6152","2121","70-74","695","Female"
"6153","2131","70-74","1380","Female"
"6154","2141","70-74","1810","Female"
"6155","2151","70-74","2170","Female"
"6156","2161","70-74","565","Female"
"6157","3111","70-74","1340","Female"
"6158","3121","70-74","1660","Female"
"6159","3122","70-74","1420","Female"
"6160","3123","70-74","2610","Female"
"6161","3124","70-74","1360","Female"
"6162","3125","70-74","595","Female"
"6163","3126","70-74","1670","Female"
"6164","3131","70-74","2045","Female"
"6165","3132","70-74","3080","Female"
"6166","3133","70-74","2305","Female"
"6167","3134","70-74","890","Female"
"6168","3141","70-74","445","Female"
"6169","3142","70-74","520","Female"
"6170","4111","70-74","385","Female"
"6171","4121","70-74","465","Female"
"6172","4122","70-74","330","Female"
"6173","4131","70-74","760","Female"
"6174","4141","70-74","2050","Female"
"6175","4151","70-74","2720","Female"
"6176","4152","70-74","1480","Female"
"6177","4161","70-74","650","Female"
"6178","4162","70-74","550","Female"
"6179","4171","70-74","2695","Female"
"6180","4181","70-74","2015","Female"
"6181","4182","70-74","715","Female"
"6182","5111","70-74","1510","Female"
"6183","5121","70-74","2710","Female"
"6184","5131","70-74","1815","Female"
"6185","5141","70-74","445","Female"
"6186","5151","70-74","4080","Female"
"6187","5161","70-74","670","Female"
"6188","5171","70-74","455","Female"
"6189","5181","70-74","545","Female"
"6190","5191","70-74","615","Female"
"6191","6111","70-74","1905","Female"
"6192","6112","70-74","1720","Female"
"6193","6113","70-74","1180","Female"
"6194","6121","70-74","1395","Female"
"6195","6122","70-74","2010","Female"
"6196","6211","70-74","1445","Female"
"6197","6212","70-74","1445","Female"
"6198","6221","70-74","480","Female"
"6199","6222","70-74","1105","Female"
"6200","6223","70-74","520","Female"
"6201","6224","70-74","985","Female"
"6202","6225","70-74","1415","Female"
"6203","6311","70-74","495","Female"
"6204","6312","70-74","600","Female"
"6205","6313","70-74","1535","Female"
"6206","6314","70-74","210","Female"
"6207","6321","70-74","505","Female"
"6208","6322","70-74","620","Female"
"6209","6323","70-74","505","Female"
"6210","6324","70-74","335","Female"
"6211","6411","70-74","1315","Female"
"6212","6412","70-74","1780","Female"
"6213","6421","70-74","1910","Female"
"6214","6422","70-74","2010","Female"
"6215","6431","70-74","955","Female"
"6216","6432","70-74","600","Female"
"6217","6511","70-74","950","Female"
"6218","6512","70-74","1890","Female"
"6219","6521","70-74","1235","Female"
"6220","6522","70-74","1335","Female"
"6221","6523","70-74","1270","Female"
"6222","6524","70-74","940","Female"
"6223","6531","70-74","1930","Female"
"6224","6532","70-74","1200","Female"
"6225","6533","70-74","655","Female"
"6226","7111","70-74","565","Female"
"6227","7121","70-74","635","Female"
"6228","7131","70-74","555","Female"
"6229","7141","70-74","865","Female"
"6230","7142","70-74","1300","Female"
"6231","7143","70-74","2545","Female"
"6232","7151","70-74","750","Female"
"6233","7152","70-74","550","Female"
"6234","8111","70-74","540","Female"
"6235","8121","70-74","550","Female"
"6236","8131","70-74","895","Female"
"6237","8141","70-74","950","Female"
"6238","8151","70-74","335","Female"
"6239","8152","70-74","65","Female"
"6240","9111","70-74","15","Female"
"6241","9121","70-74","160","Female"
"6242","9122","70-74","165","Female"
"6243","9123","70-74","750","Female"
"6244","9131","70-74","160","Female"
"6245","9141","70-74","580","Female"
"6246","9151","70-74","115","Female"
"6247","9161","70-74","105","Female"
"6248","9171","70-74","5","Female"
"6249","10011","70-74","25","Female"
"6250","10012","70-74","20","Female"
"6251","10013","70-74","45","Female"
"6252","10014","70-74","170","Female"
"6253","11111","70-74","400","Female"
"6254","11112","70-74","590","Female"
"6255","11121","70-74","345","Female"
"6256","11131","70-74","75","Female"
"6257","11132","70-74","440","Female"
"6258","11133","70-74","25","Female"
"6259","11141","70-74","545","Female"
"6260","11211","70-74","400","Female"
"6261","12111","70-74","745","Female"
"6262","12112","70-74","1965","Female"
"6263","12113","70-74","1645","Female"
"6264","12114","70-74","920","Female"
"6265","12115","70-74","635","Female"
"6266","12121","70-74","1415","Female"
"6267","12131","70-74","480","Female"
"6268","12132","70-74","1305","Female"
"6269","12141","70-74","490","Female"
"6270","12151","70-74","755","Female"
"6271","12152","70-74","545","Female"
"6272","13111","70-74","2510","Female"
"6273","13112","70-74","1330","Female"
"6274","13113","70-74","2240","Female"
"6275","13114","70-74","3240","Female"
"6276","14111","70-74","1585","Female"
"6277","14112","70-74","970","Female"
"6278","14113","70-74","2130","Female"
"6279","14114","70-74","1180","Female"
"6280","14121","70-74","2850","Female"
"6281","14122","70-74","2895","Female"
"6282","15111","70-74","1160","Female"
"6283","15121","70-74","1500","Female"
"6284","15131","70-74","1500","Female"
"6285","15141","70-74","1000","Female"
"6286","15151","70-74","2465","Female"
"6287","15161","70-74","3495","Female"
"6288","15171","70-74","3140","Female"
"6289","16111","70-74","3725","Female"
"6290","16112","70-74","1840","Female"
"6291","16121","70-74","1260","Female"
"6292","16122","70-74","2775","Female"
"6293","16211","70-74","1725","Female"
"6294","16212","70-74","1985","Female"
"6295","16213","70-74","2725","Female"
"6296","16221","70-74","2980","Female"
"6297","16222","70-74","2290","Female"
"6298","16223","70-74","405","Female"
"6299","16231","70-74","1750","Female"
"6300","16311","70-74","2885","Female"
"6301","16321","70-74","1815","Female"
"6302","16331","70-74","625","Female"
"6303","16341","70-74","1625","Female"
"6304","16342","70-74","1945","Female"
"6305","16343","70-74","600","Female"
"6306","17011","70-74","40","Female"
"6307","17012","70-74","25","Female"
"6308","18011","70-74","140","Female"
"6309","1111","75-79","445","Female"
"6310","1121","75-79","660","Female"
"6311","1131","75-79","420","Female"
"6312","1141","75-79","230","Female"
"6313","1151","75-79","1125","Female"
"6314","1161","75-79","340","Female"
"6315","1171","75-79","480","Female"
"6316","1181","75-79","375","Female"
"6317","2111","75-79","645","Female"
"6318","2121","75-79","490","Female"
"6319","2131","75-79","1080","Female"
"6320","2141","75-79","1235","Female"
"6321","2151","75-79","1580","Female"
"6322","2161","75-79","420","Female"
"6323","3111","75-79","1015","Female"
"6324","3121","75-79","860","Female"
"6325","3122","75-79","1045","Female"
"6326","3123","75-79","2215","Female"
"6327","3124","75-79","1000","Female"
"6328","3125","75-79","475","Female"
"6329","3126","75-79","1315","Female"
"6330","3131","75-79","1145","Female"
"6331","3132","75-79","1965","Female"
"6332","3133","75-79","1665","Female"
"6333","3134","75-79","585","Female"
"6334","3141","75-79","340","Female"
"6335","3142","75-79","355","Female"
"6336","4111","75-79","270","Female"
"6337","4121","75-79","345","Female"
"6338","4122","75-79","250","Female"
"6339","4131","75-79","490","Female"
"6340","4141","75-79","1445","Female"
"6341","4151","75-79","2035","Female"
"6342","4152","75-79","1060","Female"
"6343","4161","75-79","480","Female"
"6344","4162","75-79","370","Female"
"6345","4171","75-79","1705","Female"
"6346","4181","75-79","1345","Female"
"6347","4182","75-79","445","Female"
"6348","5111","75-79","1040","Female"
"6349","5121","75-79","1865","Female"
"6350","5131","75-79","1075","Female"
"6351","5141","75-79","360","Female"
"6352","5151","75-79","2870","Female"
"6353","5161","75-79","475","Female"
"6354","5171","75-79","320","Female"
"6355","5181","75-79","325","Female"
"6356","5191","75-79","405","Female"
"6357","6111","75-79","1480","Female"
"6358","6112","75-79","1300","Female"
"6359","6113","75-79","890","Female"
"6360","6121","75-79","1110","Female"
"6361","6122","75-79","1665","Female"
"6362","6211","75-79","1195","Female"
"6363","6212","75-79","1125","Female"
"6364","6221","75-79","475","Female"
"6365","6222","75-79","875","Female"
"6366","6223","75-79","415","Female"
"6367","6224","75-79","805","Female"
"6368","6225","75-79","1125","Female"
"6369","6311","75-79","335","Female"
"6370","6312","75-79","485","Female"
"6371","6313","75-79","1200","Female"
"6372","6314","75-79","145","Female"
"6373","6321","75-79","415","Female"
"6374","6322","75-79","400","Female"
"6375","6323","75-79","370","Female"
"6376","6324","75-79","275","Female"
"6377","6411","75-79","1295","Female"
"6378","6412","75-79","1570","Female"
"6379","6421","75-79","1535","Female"
"6380","6422","75-79","1865","Female"
"6381","6431","75-79","715","Female"
"6382","6432","75-79","515","Female"
"6383","6511","75-79","895","Female"
"6384","6512","75-79","1905","Female"
"6385","6521","75-79","960","Female"
"6386","6522","75-79","1260","Female"
"6387","6523","75-79","980","Female"
"6388","6524","75-79","720","Female"
"6389","6531","75-79","1490","Female"
"6390","6532","75-79","1005","Female"
"6391","6533","75-79","490","Female"
"6392","7111","75-79","355","Female"
"6393","7121","75-79","410","Female"
"6394","7131","75-79","280","Female"
"6395","7141","75-79","545","Female"
"6396","7142","75-79","1085","Female"
"6397","7143","75-79","1730","Female"
"6398","7151","75-79","455","Female"
"6399","7152","75-79","400","Female"
"6400","8111","75-79","370","Female"
"6401","8121","75-79","395","Female"
"6402","8131","75-79","710","Female"
"6403","8141","75-79","630","Female"
"6404","8151","75-79","225","Female"
"6405","8152","75-79","45","Female"
"6406","9111","75-79","20","Female"
"6407","9121","75-79","120","Female"
"6408","9122","75-79","115","Female"
"6409","9123","75-79","525","Female"
"6410","9131","75-79","120","Female"
"6411","9141","75-79","435","Female"
"6412","9151","75-79","90","Female"
"6413","9161","75-79","60","Female"
"6414","9171","75-79","5","Female"
"6415","10011","75-79","15","Female"
"6416","10012","75-79","10","Female"
"6417","10013","75-79","25","Female"
"6418","10014","75-79","125","Female"
"6419","11111","75-79","300","Female"
"6420","11112","75-79","455","Female"
"6421","11121","75-79","290","Female"
"6422","11131","75-79","55","Female"
"6423","11132","75-79","320","Female"
"6424","11133","75-79","15","Female"
"6425","11141","75-79","425","Female"
"6426","11211","75-79","290","Female"
"6427","12111","75-79","480","Female"
"6428","12112","75-79","1045","Female"
"6429","12113","75-79","1115","Female"
"6430","12114","75-79","600","Female"
"6431","12115","75-79","440","Female"
"6432","12121","75-79","1085","Female"
"6433","12131","75-79","335","Female"
"6434","12132","75-79","885","Female"
"6435","12141","75-79","355","Female"
"6436","12151","75-79","520","Female"
"6437","12152","75-79","420","Female"
"6438","13111","75-79","1755","Female"
"6439","13112","75-79","995","Female"
"6440","13113","75-79","2000","Female"
"6441","13114","75-79","2805","Female"
"6442","14111","75-79","1035","Female"
"6443","14112","75-79","630","Female"
"6444","14113","75-79","1435","Female"
"6445","14114","75-79","730","Female"
"6446","14121","75-79","1675","Female"
"6447","14122","75-79","2020","Female"
"6448","15111","75-79","665","Female"
"6449","15121","75-79","925","Female"
"6450","15131","75-79","885","Female"
"6451","15141","75-79","630","Female"
"6452","15151","75-79","1465","Female"
"6453","15161","75-79","2355","Female"
"6454","15171","75-79","2110","Female"
"6455","16111","75-79","2780","Female"
"6456","16112","75-79","1150","Female"
"6457","16121","75-79","870","Female"
"6458","16122","75-79","1910","Female"
"6459","16211","75-79","1220","Female"
"6460","16212","75-79","1315","Female"
"6461","16213","75-79","1840","Female"
"6462","16221","75-79","1720","Female"
"6463","16222","75-79","1650","Female"
"6464","16223","75-79","265","Female"
"6465","16231","75-79","1100","Female"
"6466","16311","75-79","1795","Female"
"6467","16321","75-79","1260","Female"
"6468","16331","75-79","405","Female"
"6469","16341","75-79","1290","Female"
"6470","16342","75-79","1225","Female"
"6471","16343","75-79","415","Female"
"6472","17011","75-79","15","Female"
"6473","17012","75-79","5","Female"
"6474","18011","75-79","70","Female"
"6475","1111","80-84","360","Female"
"6476","1121","80-84","555","Female"
"6477","1131","80-84","360","Female"
"6478","1141","80-84","175","Female"
"6479","1151","80-84","955","Female"
"6480","1161","80-84","245","Female"
"6481","1171","80-84","325","Female"
"6482","1181","80-84","300","Female"
"6483","2111","80-84","470","Female"
"6484","2121","80-84","405","Female"
"6485","2131","80-84","855","Female"
"6486","2141","80-84","975","Female"
"6487","2151","80-84","1210","Female"
"6488","2161","80-84","310","Female"
"6489","3111","80-84","775","Female"
"6490","3121","80-84","570","Female"
"6491","3122","80-84","810","Female"
"6492","3123","80-84","1765","Female"
"6493","3124","80-84","1050","Female"
"6494","3125","80-84","360","Female"
"6495","3126","80-84","1090","Female"
"6496","3131","80-84","690","Female"
"6497","3132","80-84","1490","Female"
"6498","3133","80-84","1365","Female"
"6499","3134","80-84","440","Female"
"6500","3141","80-84","250","Female"
"6501","3142","80-84","255","Female"
"6502","4111","80-84","230","Female"
"6503","4121","80-84","250","Female"
"6504","4122","80-84","180","Female"
"6505","4131","80-84","400","Female"
"6506","4141","80-84","1225","Female"
"6507","4151","80-84","1680","Female"
"6508","4152","80-84","820","Female"
"6509","4161","80-84","380","Female"
"6510","4162","80-84","310","Female"
"6511","4171","80-84","1295","Female"
"6512","4181","80-84","1105","Female"
"6513","4182","80-84","365","Female"
"6514","5111","80-84","710","Female"
"6515","5121","80-84","1280","Female"
"6516","5131","80-84","700","Female"
"6517","5141","80-84","255","Female"
"6518","5151","80-84","2285","Female"
"6519","5161","80-84","370","Female"
"6520","5171","80-84","250","Female"
"6521","5181","80-84","260","Female"
"6522","5191","80-84","310","Female"
"6523","6111","80-84","1265","Female"
"6524","6112","80-84","1030","Female"
"6525","6113","80-84","635","Female"
"6526","6121","80-84","1010","Female"
"6527","6122","80-84","1250","Female"
"6528","6211","80-84","1075","Female"
"6529","6212","80-84","870","Female"
"6530","6221","80-84","370","Female"
"6531","6222","80-84","735","Female"
"6532","6223","80-84","330","Female"
"6533","6224","80-84","680","Female"
"6534","6225","80-84","860","Female"
"6535","6311","80-84","285","Female"
"6536","6312","80-84","455","Female"
"6537","6313","80-84","890","Female"
"6538","6314","80-84","105","Female"
"6539","6321","80-84","335","Female"
"6540","6322","80-84","340","Female"
"6541","6323","80-84","275","Female"
"6542","6324","80-84","180","Female"
"6543","6411","80-84","1210","Female"
"6544","6412","80-84","1370","Female"
"6545","6421","80-84","1490","Female"
"6546","6422","80-84","1580","Female"
"6547","6431","80-84","610","Female"
"6548","6432","80-84","460","Female"
"6549","6511","80-84","725","Female"
"6550","6512","80-84","1610","Female"
"6551","6521","80-84","715","Female"
"6552","6522","80-84","1065","Female"
"6553","6523","80-84","720","Female"
"6554","6524","80-84","640","Female"
"6555","6531","80-84","1435","Female"
"6556","6532","80-84","930","Female"
"6557","6533","80-84","470","Female"
"6558","7111","80-84","220","Female"
"6559","7121","80-84","265","Female"
"6560","7131","80-84","170","Female"
"6561","7141","80-84","375","Female"
"6562","7142","80-84","825","Female"
"6563","7143","80-84","1295","Female"
"6564","7151","80-84","330","Female"
"6565","7152","80-84","220","Female"
"6566","8111","80-84","255","Female"
"6567","8121","80-84","255","Female"
"6568","8131","80-84","555","Female"
"6569","8141","80-84","485","Female"
"6570","8151","80-84","210","Female"
"6571","8152","80-84","25","Female"
"6572","9111","80-84","15","Female"
"6573","9121","80-84","95","Female"
"6574","9122","80-84","80","Female"
"6575","9123","80-84","450","Female"
"6576","9131","80-84","75","Female"
"6577","9141","80-84","280","Female"
"6578","9151","80-84","110","Female"
"6579","9161","80-84","70","Female"
"6580","9171","80-84","0","Female"
"6581","10011","80-84","15","Female"
"6582","10012","80-84","10","Female"
"6583","10013","80-84","15","Female"
"6584","10014","80-84","110","Female"
"6585","11111","80-84","230","Female"
"6586","11112","80-84","325","Female"
"6587","11121","80-84","195","Female"
"6588","11131","80-84","55","Female"
"6589","11132","80-84","270","Female"
"6590","11133","80-84","10","Female"
"6591","11141","80-84","315","Female"
"6592","11211","80-84","200","Female"
"6593","12111","80-84","375","Female"
"6594","12112","80-84","705","Female"
"6595","12113","80-84","850","Female"
"6596","12114","80-84","570","Female"
"6597","12115","80-84","375","Female"
"6598","12121","80-84","930","Female"
"6599","12131","80-84","305","Female"
"6600","12132","80-84","700","Female"
"6601","12141","80-84","295","Female"
"6602","12151","80-84","435","Female"
"6603","12152","80-84","335","Female"
"6604","13111","80-84","1210","Female"
"6605","13112","80-84","840","Female"
"6606","13113","80-84","1855","Female"
"6607","13114","80-84","2465","Female"
"6608","14111","80-84","670","Female"
"6609","14112","80-84","415","Female"
"6610","14113","80-84","1100","Female"
"6611","14114","80-84","565","Female"
"6612","14121","80-84","1090","Female"
"6613","14122","80-84","1445","Female"
"6614","15111","80-84","475","Female"
"6615","15121","80-84","610","Female"
"6616","15131","80-84","615","Female"
"6617","15141","80-84","445","Female"
"6618","15151","80-84","1055","Female"
"6619","15161","80-84","1610","Female"
"6620","15171","80-84","1455","Female"
"6621","16111","80-84","2075","Female"
"6622","16112","80-84","685","Female"
"6623","16121","80-84","590","Female"
"6624","16122","80-84","1400","Female"
"6625","16211","80-84","905","Female"
"6626","16212","80-84","1085","Female"
"6627","16213","80-84","1220","Female"
"6628","16221","80-84","1215","Female"
"6629","16222","80-84","1385","Female"
"6630","16223","80-84","195","Female"
"6631","16231","80-84","890","Female"
"6632","16311","80-84","1225","Female"
"6633","16321","80-84","985","Female"
"6634","16331","80-84","335","Female"
"6635","16341","80-84","880","Female"
"6636","16342","80-84","720","Female"
"6637","16343","80-84","320","Female"
"6638","17011","80-84","5","Female"
"6639","17012","80-84","10","Female"
"6640","18011","80-84","60","Female"
"6641","1111","85-89","300","Female"
"6642","1121","85-89","400","Female"
"6643","1131","85-89","245","Female"
"6644","1141","85-89","135","Female"
"6645","1151","85-89","700","Female"
"6646","1161","85-89","205","Female"
"6647","1171","85-89","260","Female"
"6648","1181","85-89","210","Female"
"6649","2111","85-89","325","Female"
"6650","2121","85-89","290","Female"
"6651","2131","85-89","525","Female"
"6652","2141","85-89","555","Female"
"6653","2151","85-89","885","Female"
"6654","2161","85-89","230","Female"
"6655","3111","85-89","530","Female"
"6656","3121","85-89","335","Female"
"6657","3122","85-89","525","Female"
"6658","3123","85-89","1305","Female"
"6659","3124","85-89","970","Female"
"6660","3125","85-89","285","Female"
"6661","3126","85-89","800","Female"
"6662","3131","85-89","400","Female"
"6663","3132","85-89","945","Female"
"6664","3133","85-89","995","Female"
"6665","3134","85-89","315","Female"
"6666","3141","85-89","175","Female"
"6667","3142","85-89","180","Female"
"6668","4111","85-89","150","Female"
"6669","4121","85-89","160","Female"
"6670","4122","85-89","115","Female"
"6671","4131","85-89","260","Female"
"6672","4141","85-89","960","Female"
"6673","4151","85-89","1225","Female"
"6674","4152","85-89","560","Female"
"6675","4161","85-89","285","Female"
"6676","4162","85-89","250","Female"
"6677","4171","85-89","895","Female"
"6678","4181","85-89","745","Female"
"6679","4182","85-89","255","Female"
"6680","5111","85-89","525","Female"
"6681","5121","85-89","890","Female"
"6682","5131","85-89","465","Female"
"6683","5141","85-89","175","Female"
"6684","5151","85-89","1680","Female"
"6685","5161","85-89","275","Female"
"6686","5171","85-89","205","Female"
"6687","5181","85-89","185","Female"
"6688","5191","85-89","225","Female"
"6689","6111","85-89","1070","Female"
"6690","6112","85-89","675","Female"
"6691","6113","85-89","400","Female"
"6692","6121","85-89","820","Female"
"6693","6122","85-89","890","Female"
"6694","6211","85-89","865","Female"
"6695","6212","85-89","690","Female"
"6696","6221","85-89","240","Female"
"6697","6222","85-89","600","Female"
"6698","6223","85-89","215","Female"
"6699","6224","85-89","540","Female"
"6700","6225","85-89","725","Female"
"6701","6311","85-89","180","Female"
"6702","6312","85-89","280","Female"
"6703","6313","85-89","640","Female"
